,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
395884,2019-06-29 23:21:08,4092452671396169678,fraud_Torphy-Goyette,shopping_pos,806.06,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,224d1a84cd1148a202c0086dd63315a1,1341012068.0,34.106354,-79.052494,1.0
386277,2019-06-26 03:39:35,213157767990030,fraud_Wolf Inc,grocery_pos,207.51,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,ed7ed8d6bebb7101b2d8ab3f8b8fbf56,1340681975.0,42.126054,-108.321237,0.0
208900,2019-04-16 15:17:35,571314334723,fraud_Waelchi Inc,kids_pets,34.09,Lori,Mclean,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,"Sales professional, IT",1971-01-19,ad53ef28c8dd123d987d055487366739,1334589455.0,38.898058,-79.71400200000001,0.0
399870,2019-06-30 23:19:07,213154573301411,fraud_Lubowitz-Walter,kids_pets,46.56,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,90f24fea8723909c39bd477fbe90fa4a,1341098347.0,37.74641,-86.045856,0.0
397907,2019-06-30 13:57:01,379141394109214,"fraud_Hoppe, Harris and Bednar",entertainment,91.78,Gerald,Anthony,M,252 Melissa Rapids Suite 944,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,1966-12-15,85c1ce560f4d8c45998db2d6fd132a8e,1341064621.0,32.874941,-82.422062,0.0
227420,2019-04-25 04:12:31,4988304376504,"fraud_Reilly, Heaney and Cole",gas_transport,63.87,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,905e7f53c57e5f4b7f44a4b88dcdaf1d,1335327151.0,41.779948,-73.895802,0.0
140027,2019-03-17 13:43:55,213141712584544,fraud_Hoppe-Parisian,kids_pets,106.51,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,8496016598a2906c537d74116e9016e0,1331991835.0,32.961465000000004,-89.900114,0.0
114863,2019-03-06 03:35:21,6011197122270059,fraud_Trantow PLC,grocery_net,34.91,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,2e929d4cc7dab16df94deaa172d209ae,1331004921.0,42.48444,-72.402538,0.0
377932,2019-06-23 11:18:48,2454076758463217,fraud_Pouros-Conroy,shopping_pos,135.9,Robert,Andrade,M,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,1987-10-27,3fa4beb17627bc2328d0f7e3eb047d63,1340450328.0,46.675768,-94.874779,0.0
230433,2019-04-26 19:16:02,676102124465,fraud_Zboncak Ltd,food_dining,57.2,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,bfcf0e87b5bee02645fc76e5a0fcbfda,1335467762.0,37.601311,-123.224936,0.0
361002,2019-06-17 01:35:45,4066595222529,fraud_Kerluke PLC,misc_net,474.47,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,a0644782fb74de5b6484d0c69a46f2db,1339896945.0,37.710461,-82.009407,0.0
314987,2019-06-01 09:57:43,2233882705243596,fraud_Kiehn Inc,grocery_pos,123.03,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1960-01-16,21984f423c00ca18a7f50386ffdf9b5f,1338544663.0,32.953332,-89.478832,0.0
478390,2019-07-28 22:06:30,4646845581490336108,fraud_Bode-Schuster,kids_pets,60.72,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,136ca028f201b1b61da941cb556c51e4,1343513190.0,41.496277,-73.46171700000001,0.0
272177,2019-05-14 14:31:22,38199021865320,fraud_Tromp Group,travel,384.23,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,f01d49c252f4717c0c3688797de4ec34,1337005882.0,43.68587,-73.15406999999999,0.0
445487,2019-07-17 06:47:59,4561892980175,fraud_Bogisich-Homenick,misc_net,8.34,Jacqueline,Allen,F,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,1968-02-10,9e3e5a9d7837db7b9a61a94174c3ed62,1342507679.0,39.026914,-86.622491,0.0
287013,2019-05-20 23:16:32,4169759661243568,fraud_Pouros-Conroy,shopping_pos,9.05,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,26a1b33c1a675725139eafb17a320bf8,1337555792.0,39.82746,-76.678786,0.0
157402,2019-03-24 23:13:49,4989847570577635369,fraud_Kessler Inc,travel,6.69,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,ba353eeff904314998477a82d9ea908b,1332630829.0,34.051009,-82.44460699999999,0.0
379010,2019-06-23 16:57:49,4292743669224718067,fraud_Champlin and Sons,home,159.04,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,0b7c3294d148245a1b145cfac47d62b3,1340470669.0,39.214996,-75.987332,0.0
307995,2019-05-29 12:09:51,2356276337669917,fraud_Kling-Ernser,entertainment,474.73,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,1981-02-15,2706cbf6320d8d0c06fe04f477028d4b,1338293391.0,38.699287,-77.12974,0.0
140053,2019-03-17 13:52:30,4040099974063068803,fraud_Kris-Kertzmann,travel,566.26,Jeffrey,Lewis,M,24255 Bryan Square,Palermo,ND,58769,48.3396,-102.24,229,Administrator,1983-03-20,57ab8d651dc0a021d71a9caab7205211,1331992350.0,49.110861,-101.260055,0.0
22027,2019-01-14 03:51:14,6011934240159560,fraud_Padberg-Welch,grocery_pos,81.04,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1974-11-02,6f0c98689a10aa632c811fe3b823e9a3,1326513074.0,43.621757,-68.73948,0.0
175419,2019-04-01 17:40:28,36722699017270,fraud_Boyer-Reichert,shopping_net,25.83,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,9804f622386dfd577654c2ea818cbe21,1333302028.0,32.72149,-110.135015,0.0
71324,2019-02-11 18:48:43,6538441737335434,fraud_O'Hara-Wilderman,food_dining,4.01,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,bd14c0c2e79d927810e663864dbaad98,1328986123.0,40.936437,-79.599576,0.0
267869,2019-05-12 21:01:19,3583635130604947,fraud_Denesik and Sons,shopping_pos,27.68,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,e2a77575da6e99b6fa88cee520150673,1336856479.0,39.213218,-75.968568,0.0
347691,2019-06-12 14:42:37,4560395181594436016,fraud_Macejkovic-Lesch,shopping_pos,114.29,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,690faa2fb8fac9d5c6b4716cbb38e22f,1339512157.0,38.362433,-123.802534,0.0
141554,2019-03-17 23:22:48,4990494243023,"fraud_Larkin, Stracke and Greenfelder",entertainment,49.18,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,9a8fb3c031ca6d4fedef4232cdbf2fd1,1332026568.0,39.68801,-77.812146,0.0
366647,2019-06-19 01:51:41,3585052663373890,fraud_Schumm PLC,shopping_net,1.01,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1963-12-28,fe4ed27baba3a56402b9a96d8c6dbd85,1340070701.0,43.077747,-75.038666,0.0
254263,2019-05-06 15:48:27,676248282243,fraud_Kirlin and Sons,personal_care,6.76,Amanda,Wheeler,F,329 Emily Cape,Cape Coral,FL,33909,26.6939,-81.9452,156391,Higher education careers adviser,1968-02-09,523ab264f0ba8685a7b9860e441512c5,1336319307.0,27.108693,-82.102847,0.0
208734,2019-04-16 13:15:16,4451952084362894,fraud_Daugherty LLC,kids_pets,51.97,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,0faf4c106575b8c0c984c69abca90b8e,1334582116.0,34.697458000000005,-102.497595,0.0
479936,2019-07-29 09:17:05,4373370572092720777,fraud_Torp-Labadie,gas_transport,60.86,Hailey,Rhodes,F,337 Michael Harbors Suite 722,Michigan,ND,58259,48.0204,-98.1186,454,"Producer, television/film/video",1972-07-29,2fb76e52b3f7160062569b2506538914,1343553425.0,48.269242,-97.336906,0.0
362040,2019-06-17 09:28:19,676248282243,fraud_Zboncak Ltd,food_dining,143.53,Amanda,Wheeler,F,329 Emily Cape,Cape Coral,FL,33909,26.6939,-81.9452,156391,Higher education careers adviser,1968-02-09,a88cb37a35994d41045cae6a697c540d,1339925299.0,26.109341,-82.433066,0.0
369762,2019-06-20 15:14:26,377895991033232,fraud_Bartoletti and Sons,personal_care,10.56,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,2b23711db94578234aca46f9e6e4521a,1340205266.0,41.365884,-71.821129,0.0
391085,2019-06-28 09:42:12,4223708906367574214,fraud_Cartwright-Harris,grocery_pos,114.06,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,5241edfca42bc4bc7c77452fc4b9019f,1340876532.0,40.02818,-83.971271,0.0
217828,2019-04-21 01:41:44,4951647200979051,fraud_Hintz-Bruen,grocery_net,56.91,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,b7a0a9301332442415f3b040ddac3cde,1334972504.0,38.929855,-89.655052,0.0
61386,2019-02-05 16:53:14,6534628260579800,fraud_Torphy-Goyette,shopping_pos,6.92,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,659ce0238fa8b9f817e1467cad60f512,1328460794.0,45.004195,-73.05846700000001,0.0
2868,2019-01-02 12:25:12,213186880359195,fraud_Waters-Cruickshank,health_fitness,72.1,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,1973-02-14,decfdb2247f66d55de40f4b9f753f25c,1325507112.0,41.140199,-90.078708,0.0
199906,2019-04-13 07:20:02,4292902571056973207,"fraud_Schaefer, Maggio and Daugherty",gas_transport,49.77,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,d9cfe333404d75427e3a62d0ecab76e8,1334301602.0,46.327275,-113.374719,0.0
178592,2019-04-03 13:06:36,3560318482131952,"fraud_Graham, Hegmann and Hammes",food_dining,7.52,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,eef622cfbe22bd2710b36ee8b1e55c68,1333458396.0,35.073521,-87.957401,0.0
41744,2019-01-25 19:40:47,4169388510116,"fraud_Schiller, Blanda and Johnson",home,68.7,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,6adde3ce5d333141b5887e21891b3892,1327520447.0,43.642341,-77.246717,0.0
327620,2019-06-05 11:24:04,3598215285024754,fraud_Trantow PLC,grocery_net,58.32,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,78a82bf2802a6759b29fbc7b9c6bdfb5,1338895444.0,41.334541,-73.40050500000001,0.0
396551,2019-06-30 04:25:39,4254074738931278,fraud_Auer-West,shopping_net,6.88,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,1956-05-02,0f184a80c728f8b70b93e3f9e75bb61c,1341030339.0,41.23436,-77.921625,0.0
482831,2019-07-30 04:28:51,30181367542315,fraud_Bailey-Morar,grocery_pos,101.07,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,1953-12-25,bbd57dc2bdd3a719a120c53a13782b23,1343622531.0,44.763455,-120.204869,0.0
207016,2019-04-15 17:04:26,3587044315915002,fraud_Effertz LLC,entertainment,64.02,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,83af5271db8ac23d9fd6f4342ec4cf59,1334509466.0,34.219942,-90.125998,0.0
368600,2019-06-20 01:03:24,213156747557083,"fraud_Reilly, Heaney and Cole",gas_transport,81.25,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,e6063a890cfc7b6cc8e252260f654933,1340154204.0,34.112651,-118.338082,0.0
333083,2019-06-07 18:38:19,4003989662068504,fraud_Barrows PLC,shopping_pos,8.28,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,8db42c98230b73dd1894c0a640d0ae51,1339094299.0,33.117625,-87.381555,0.0
219709,2019-04-21 16:50:19,4450831335606294,fraud_Kutch-Ferry,home,46.09,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,da2362a0f4d423111427b23159aae267,1335027019.0,34.453853,-94.96253,0.0
128130,2019-03-11 18:02:23,180042946491150,fraud_Upton PLC,entertainment,22.07,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,849825484c205a6945b6030075fb235f,1331488943.0,27.923987,-83.635195,0.0
197272,2019-04-11 23:40:23,4658117080136,"fraud_Roberts, Ryan and Smith",personal_care,11.87,Dwayne,Martinez,M,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,1989-04-08,247be66eb462af557c2b0b71a35d8bcf,1334187623.0,35.87003,-107.083899,0.0
218541,2019-04-21 08:24:33,3587044315915002,fraud_Goyette Inc,shopping_net,99.96,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,d3cd8cea82222dd8f6fd8761d0b1ab28,1334996673.0,35.644427,-88.748141,0.0
8879,2019-01-06 16:15:10,2720830304681674,fraud_Marvin-Lind,personal_care,44.58,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.34899999999999,151785,Pathologist,1974-03-28,4943642e57c15eb5987ece598008e7d5,1325866510.0,36.671322,-88.154485,0.0
14167,2019-01-08 21:58:02,372520049757633,"fraud_Streich, Dietrich and Barton",shopping_net,5.28,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,e05c09c43c2615dd23f0cdf56565c9f3,1326059882.0,47.748426,-92.791631,0.0
460842,2019-07-22 13:42:30,3534718226968689,fraud_Thiel PLC,misc_pos,12.43,Lisa,Lopez,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,1984-09-13,4824e7d0b34286fc3d14678fbb6ec913,1342964550.0,36.65219,-89.592814,0.0
374954,2019-06-22 14:40:12,342952484382519,fraud_Kutch-Ferry,home,24.41,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,efcddf92a2fed205a4e8649f07b0abba,1340376012.0,42.77134,-73.571162,0.0
337877,2019-06-09 06:47:14,3558881852140592,"fraud_Olson, Becker and Koch",gas_transport,46.78,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",1957-03-28,4e062474a7de9e23d3709fc4edfa4d09,1339224434.0,35.491237,-112.367033,0.0
245986,2019-05-03 16:41:36,4951647200979051,fraud_Beer-Jast,kids_pets,6.47,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,0056194cd3e05d84a53c5ddff4d524c4,1336063296.0,37.102829,-88.85715400000001,0.0
436009,2019-07-14 03:59:17,4412720572684931,fraud_Cummerata-Jones,gas_transport,32.16,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949-11-17,3176d5a37745105963e92cb9719f93f3,1342238357.0,38.702836,-75.654353,0.0
433799,2019-07-13 13:20:59,4634955908138648,fraud_Botsford Ltd,shopping_pos,8.36,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,3eea416dff6cb04bd530a45306c3dbea,1342185659.0,42.298958,-96.032663,0.0
214389,2019-04-19 18:32:10,4364010865167176,fraud_Ankunding LLC,shopping_net,9.66,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,fb97a4a9b9f2761d691f8ec318b591eb,1334860330.0,38.971415,-119.477063,0.0
148273,2019-03-21 06:17:17,372382441451095,fraud_Dooley Inc,shopping_pos,82.01,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,c12a724e6a15c0ca4786c17c8ff7c520,1332310637.0,41.687267,-74.415286,0.0
400235,2019-07-01 01:51:26,4277232699798846,fraud_Mohr-Bayer,shopping_net,17.88,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,262d7539438a920752ddedc8580b9e11,1341107486.0,46.79228,-104.120667,0.0
302226,2019-05-27 05:05:56,38588538868506,fraud_McDermott-Weimann,grocery_pos,108.39,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,a6870f319f6bd3f003c396e43be9b910,1338095156.0,29.489673,-104.172508,0.0
69863,2019-02-11 04:01:46,4266200684857219,fraud_Bailey-Morar,grocery_pos,148.66,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,1956-12-13,609266415e84fa015adda389e9a14fb6,1328932906.0,40.689122,-97.296462,0.0
442265,2019-07-15 19:08:10,4935858973307492,fraud_Berge-Ullrich,home,79.2,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film/video editor,1975-06-01,853a5cc1be217cf06faa51cbe8cbc7ff,1342379290.0,32.905868,-83.167371,0.0
284346,2019-05-20 03:36:55,4128730454058057622,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,127.61,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,eb859b6708471892b49fc7da02666955,1337485015.0,31.314033,-94.089958,0.0
466718,2019-07-24 23:25:04,630451534402,fraud_Barton LLC,kids_pets,32.66,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,3c3e479a865a691fa9c5f389d39b0897,1343172304.0,45.61517,-87.070373,0.0
166707,2019-03-29 16:21:21,3543591270174051,fraud_Bednar PLC,kids_pets,14.69,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,b4a62f24d30f576a09ded257e9edcecc,1333038081.0,39.911112,-79.46341600000001,0.0
160593,2019-03-26 00:25:26,3565996340207976,fraud_Ledner-Pfannerstill,gas_transport,73.67,Warren,Daniels,M,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1973-01-21,230a0ef9745dbe71f8216cc12635b4a9,1332721526.0,32.591574,-107.283057,0.0
265948,2019-05-12 07:35:23,4025612008285111,fraud_Huels-Hahn,gas_transport,68.83,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,2845f98b459897d7ea552d2b3c6172e6,1336808123.0,40.944317,-79.495421,0.0
442198,2019-07-15 18:44:11,4170689372027579,fraud_Jast-McDermott,shopping_pos,1.26,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,17ab8ea716df7b7e4562b7bacf5ebfb3,1342377851.0,36.468303000000006,-97.782833,0.0
25354,2019-01-15 14:41:18,501882822387,"fraud_Metz, Russel and Metz",kids_pets,80.72,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,fc062f9c4cf80c4e2044ac6175dbc94d,1326638478.0,31.576165000000003,-90.141384,0.0
309829,2019-05-30 08:03:44,4476840372112,fraud_Wiegand-Lowe,grocery_net,55.08,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,28b61eb208cd911476a53ada5ba85726,1338365024.0,34.768196,-86.91023,0.0
360268,2019-06-16 21:23:28,4119762878330989,"fraud_Schroeder, Wolff and Hermiston",travel,9.58,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1945-08-19,5fa4b184c7e378a185dd308833a38e28,1339881808.0,41.590127,-89.454239,0.0
433025,2019-07-13 07:17:03,4497451418073897078,"fraud_Harris, Gusikowski and Heaney",grocery_net,42.0,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,b675414dd8460dd949f3ba69e5810153,1342163823.0,32.927129,-91.339591,0.0
228149,2019-04-25 14:52:57,213180742685905,fraud_Wilkinson PLC,kids_pets,100.35,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,34774fe6eeef5668a7f933cceb8769fa,1335365577.0,39.700713,-123.790967,0.0
318053,2019-06-02 06:07:21,3566094707272327,fraud_Block-Parisian,misc_net,1.22,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,b31155ecf7a60fa8e835e93372f46100,1338617241.0,33.602827000000005,-117.596615,0.0
106251,2019-03-02 19:24:00,4681699462969,"fraud_Streich, Dietrich and Barton",shopping_net,2.21,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,ee8745af9472de83a50e83e751d9f445,1330716240.0,36.020003,-85.431892,0.0
360921,2019-06-17 00:54:11,4792627764422477317,"fraud_Morissette, Weber and Wiegand",grocery_net,66.39,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,143d896f9cea8ee10058533a327e9051,1339894451.0,37.970464,-95.742912,0.0
109237,2019-03-03 19:14:04,180072527505094,fraud_Jacobi Inc,health_fitness,28.23,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1953-12-08,0675d6db5ba728d6df17f14feb366bdf,1330802044.0,35.011365999999995,-81.300859,0.0
221194,2019-04-22 03:23:17,5596347693144598,"fraud_Stroman, Hudson and Erdman",gas_transport,52.08,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",1941-04-23,ec49ae2207b529eb8bc9874a8180c0c4,1335064997.0,29.861709,-89.98096899999999,0.0
